scientific_name_original,scientific_name_matched,common_name_en,iucn,at_way_canguk,at_way_titias,at_danau_ranau,habitat_tier,wcrs_text,wc_from_text_only,sources,birdnet_label,in_birdnet_v24
Coracina fimbriata,Lalage fimbriata,Lesser Cuckooshrike,,True,False,False,lowland,False,False,gooddie2015,Lalage fimbriata_Lesser Cuckooshrike,True
Coracina larvata,,Sunda Cuckooshrike,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,,False
Coracina striata,Coracina striata,Bar-bellied Cuckooshrike,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Coracina striata_Bar-bellied Cuckooshrike,True
Corvus enca,Corvus enca,Slender-billed Crow,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Corvus enca_Slender-billed Crow,True
Corvus macrorhynchos,Corvus macrorhynchos,Large-billed Crow,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA,Corvus macrorhynchos_Large-billed Crow,True
Corydon sumatranus,Corydon sumatranus,Dusky Broadbill,,True,True,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Corydon sumatranus_Dusky Broadbill,True
Cuculus lepidus,Cuculus lepidus,Sunda Cuckoo,,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,Cuculus lepidus_Sunda Cuckoo,True
Cuculus micropterus,Cuculus micropterus,Indian Cuckoo,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Cuculus micropterus_Indian Cuckoo,True
Culicicapa ceylonensis,Culicicapa ceylonensis,Grey-headed Canary Flycatcher,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Culicicapa ceylonensis_Gray-headed Canary-Flycatcher,True
Cyanoderma chrysaeum,Cyanoderma chrysaeum,Golden Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Cyanoderma chrysaeum_Golden Babbler,True
Cyanoderma erythropterum,Cyanoderma erythropterum,Chestnut-winged Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Cyanoderma erythropterum_Chestnut-winged Babbler,True
Cyanoderma rufifrons,Cyanoderma rufifrons,Rufous-fronted Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Cyanoderma rufifrons_Rufous-fronted Babbler,True
Cyanoptila cumatilis,Cyanoptila cumatilis,Zappey's Flycatcher,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Cyanoptila cumatilis_Zappey's Flycatcher,True
Cymbirhynchus macrorhynchos,Cymbirhynchus macrorhynchos,Black-and-red Broadbill,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Cymbirhynchus macrorhynchos_Black-and-red Broadbill,True
Cyornis brunneatus,,Brown-chested Jungle Flycatcher,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Cyornis concretus,Cyornis concretus,White-tailed Flycatcher,,False,True,False,mid,False,False,gooddie2015,Cyornis concretus_White-tailed Flycatcher,True
Cyornis olivaceus,Cyornis olivaceus,Fulvous-chested Jungle Flycatcher,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Cyornis olivaceus_Fulvous-chested Jungle-Flycatcher,True
Cyornis rufigastra,Cyornis rufigastra,Mangrove Blue Flycatcher,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Cyornis rufigastra_Mangrove Blue Flycatcher,True
Cyornis turcosus,Cyornis turcosus,Malaysian Blue Flycatcher,NT,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,Cyornis turcosus_Malaysian Blue Flycatcher,True
Cyornis umbratilis,Cyornis umbratilis,Gray-chested Jungle Flycatcher,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Cyornis umbratilis_Gray-chested Jungle-Flycatcher,True
Cyornis unicolor,Cyornis unicolor,Pale Blue Flycatcher,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Cyornis unicolor_Pale Blue Flycatcher,True
Cypsiurus balasiensis,Cypsiurus balasiensis,Asian Palm Swift,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Cypsiurus balasiensis_Asian Palm-Swift,True
Deforestation trends,,(2003),,False,False,False,unknown,False,False,gooddie2015,,False
Delichon dasypus,Delichon dasypus,Asian House Martin,,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,Delichon dasypus_Asian House-Martin,True
Dendrocitta occipitalis,,Sumatran Treepie,,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,,False
Dendrocygna arcuata,Dendrocygna arcuata,Wandering Whistling Duck,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Dendrocygna arcuata_Wandering Whistling-Duck,True
Dendrocygna javanica,Dendrocygna javanica,Lesser Whistling-Duck,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_DanauMenjukut,Dendrocygna javanica_Lesser Whistling-Duck,True
Dendronanthus indicus,Dendronanthus indicus,Forest Wagtail,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_hotspot_L7940372,Dendronanthus indicus_Forest Wagtail,True
Dicaeum agile,Dicaeum agile,Thick-billed Flowerpecker,,True,True,False,lowland,False,False,gooddie2015,Dicaeum agile_Thick-billed Flowerpecker,True
Dicaeum beccarii,,Sumatran Flowerpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Dicaeum chrysorrheum,Dicaeum chrysorrheum,Yellow-vented Flowerpecker,,True,True,False,lowland,True,False,gooddie2015;andriyani2022,Dicaeum chrysorrheum_Yellow-vented Flowerpecker,True
Dicaeum concolor,Dicaeum concolor,Plain Flowerpecker,,False,True,False,mid,False,False,gooddie2015,Dicaeum concolor_Nilgiri Flowerpecker,True
Dicaeum cruentatum,Dicaeum cruentatum,Scarlet-backed Flowerpecker,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_DanauMenjukut,Dicaeum cruentatum_Scarlet-backed Flowerpecker,True
Dicaeum ignipectus,Dicaeum ignipectus,Fire-breasted Flowerpecker,,False,False,True,montane,False,False,gooddie2015,Dicaeum ignipectus_Fire-breasted Flowerpecker,True
Dicaeum minullum,Dicaeum minullum,Plain Flowerpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_hotspot_L7940372,Dicaeum minullum_Plain Flowerpecker,True
Dicaeum trigonostigma,Dicaeum trigonostigma,Orange-bellied Flowerpecker,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail;ebird_hotspot_L7940372;ebird_DanauMenjukut,Dicaeum trigonostigma_Orange-bellied Flowerpecker,True
Dicaeum trochileum,,Scarlet-headed Flowerpecker,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,,False
Dicrurus aeneus,Dicrurus aeneus,Bronzed Drongo,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Dicrurus aeneus_Bronzed Drongo,True
Dicrurus annectens,Dicrurus annectens,Crow-billed Drongo,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Dicrurus annectens_Crow-billed Drongo,True
Dicrurus leucophaeus,Dicrurus leucophaeus,Ashy Drongo,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Dicrurus leucophaeus_Ashy Drongo,True
Dicrurus paradiseus,Dicrurus paradiseus,Greater Racket-tailed Drongo,,True,True,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Dicrurus paradiseus_Greater Racket-tailed Drongo,True
